batch_id,census_input_address,census_match_status,census_match_type,census_matched_address,census_coordinates,census_lon,census_lat,census_tigerline_id,census_tigerline_side,census_state_fips,census_county_fips,candidate_fips,census_tract,census_block,census_raw_field_count
100363__2024__060,"1 ADVENTHEALTH WAY, PALM COAST, FL, 32137",Match,Exact,"1 ADVENTHEALTH WAY, PALM COAST, FL, 32137","-81.243621156794,29.551567890332",-81.243621156794,29.551567890332,655020950,L,12,035,12035,060211,2002,12
390198__2024__049,"5515 PEACH STREET, ERIE, PA, 16509",Match,Exact,"5515 PEACH ST, ERIE, PA, 16509","-80.093532646893,42.073509257912",-80.093532646893,42.073509257912,117496182,L,42,049,42049,011001,4001,12
290041__2023__013,"657 TOWN CENTER DRIVE, LAS VEGAS, NV, 89114",Tie,,,,,,,,,,,,,3
220033__2023__170,"85 HERRICK STREET, BEVERLY, MA, 01915",Match,Exact,"85 HERRICK ST, BEVERLY, MA, 01915","-70.877182990522,42.565088407552",-70.877182990522,42.565088407552,86694540,R,25,009,25009,217101,2010,12
100131__2023__023,"2801 NE 209TH ST AT BISCAYNE BLVD, MIAMI, FL, 33180",Match,Non_Exact,"NE 209TH ST & BISCAYNE BLVD, MIAMI, FL, 33180","-80.144511328577,25.969036263116",-80.144511328577,25.969036263116,,,12,086,12086,000145,1013,12
670112__2024__082,"5330 NORTH LOOP 1604 WEST, SAN ANTONIO, TX, 78249",No_Match,,,,,,,,,,,,,3
291302__2024__326,"1500 AVENUE G, ELY, NV, 89301",Match,Exact,"1500 AVE G, ELY, NV, 89301","-114.859591454819,39.257082778779",-114.859591454819,39.257082778779,188263896,R,32,033,32033,970200,1017,12
460013__2024__222,"1000 EAST 100 NORTH, PAYSON, UT, 84651",Match,Non_Exact,"1000 E 100 S, PAYSON, UT, 84651","-111.715847053126,40.042736734906",-111.715847053126,40.042736734906,134263697,L,49,049,49049,003404,2001,12
214012__2024__249,"10102 COUNTRY CLUB ROAD SE, CUMBERLAND, MD, 21502",Match,Exact,"10102 COUNTRY CLUB RD SE, CUMBERLAND, MD, 21502","-78.738928162927,39.657743398034",-78.738928162927,39.657743398034,601288630,L,24,001,24001,000500,2029,12
100069__2023__042,"7171 NORTH DALE MABRY HIGHWAY, TAMPA, FL, 33614",Match,Exact,"7171 N DALE MABRY HWY, TAMPA, FL, 33614","-82.505038644034,28.014045449779",-82.505038644034,28.014045449779,104514929,R,12,057,12057,011909,3005,12
214018__2024__166,"55 WADE AVE, CATONSVILLE, MD, 21228",Match,Exact,"55 WADE AVE, CATONSVILLE, MD, 21228","-76.723452932928,39.268653900548",-76.723452932928,39.268653900548,191506010,L,24,005,24005,400400,2000,12
670322__2023__379,"4100 MAPLESHADE LANE, PLANO, TX, 75093",Match,Exact,"4100 MAPLESHADE LN, PLANO, TX, 75093","-96.771390055331,33.002646220497",-96.771390055331,33.002646220497,653234590,R,48,085,48085,031709,1007,12
673079__2023__287,"3600 SOUTH LOOP 340, ROBINSON, TX, 76706",No_Match,,,,,,,,,,,,,3
191325__2024__340,"200 WEST 134TH PLACE, CUT OFF, LA, 70345",Match,Exact,"200 W 134TH PL, CUT OFF, LA, 70345","-90.310081385675,29.456952489747",-90.310081385675,29.456952489747,639550311,L,22,057,22057,021200,2008,12
260105__2023__011,"1201 SOUTH GRAND BLVD, ST. LOUIS, MO, 63104",Match,Exact,"1201 S GRAND BLVD, SAINT LOUIS, MO, 63104","-90.237764170542,38.623286316135",-90.237764170542,38.623286316135,107598164,R,29,510,29510,127300,3035,12
400019__2023__396,"ASIA STREET, SANTURCE, PR, 00910",No_Match,,,,,,,,,,,,,3
371331__2023__354,"610 WEST BYPASS, DRUMRIGHT, OK, 74030",No_Match,,,,,,,,,,,,,3
214002__2024__252,"5262 WOODS RD, CAMBRIDGE, MD, 21613",Match,Exact,"5262 WOODS RD, CAMBRIDGE, MD, 21613","-76.063541663281,38.541644404797",-76.063541663281,38.541644404797,638540046,R,24,019,24019,970600,1051,12
144021__2024__043,"901 SOUTHWIND RD, SPRINGFIELD, IL, 62703",Match,Exact,"901 SOUTHWIND RD, SPRINGFIELD, IL, 62703","-89.642374959212,39.728356206328",-89.642374959212,39.728356206328,97330467,L,17,167,17167,003000,3014,12
364067__2023__372,"2575 S. BELVOIR BLVD, UNIVERSITY HEIGHTS, OH, 44118",Match,Exact,"2575 S BELVOIR BLVD, UNIVERSITY HEIGHTS, OH, 44118","-81.52733763946,41.489324247056",-81.52733763946,41.489324247056,638883478,L,39,035,39035,187106,3006,12
180154__2024__279,"850 RIVERVIEW AVE, PINEVILLE, KY, 40977",Match,Exact,"850 RIVERVIEW AVE, PINEVILLE, KY, 40977","-83.70773393809,36.763252370239",-83.70773393809,36.763252370239,639472045,R,21,013,21013,960200,3032,12
361321__2023__327,"639 WEST MAIN STREET, BARNESVILLE, OH, 43713",Match,Exact,"639 W MAIN ST, BARNESVILLE, OH, 43713","-81.190226420607,39.992801783147",-81.190226420607,39.992801783147,656747407,R,39,013,39013,010902,2005,12
171357__2023__351,"101 INDUSTRIAL BLVD, HILLSBORO, KS, 67063",Match,Non_Exact,"101 INDUSTRIAL RD, HILLSBORO, KS, 67063","-97.187666735374,38.362673065028",-97.187666735374,38.362673065028,120712456,L,20,115,20115,489600,2004,12
114016__2023__235,"2927 DEMERE ROAD, ST. SIMONS ISLAND, GA, 31522",Match,Exact,"2927 DEMERE RD, ST SIMONS ISLAND, GA, 31522","-81.400712490882,31.164075998536",-81.400712490882,31.164075998536,647330708,L,13,127,13127,000104,1002,12
050367__2023__161,"1200 B. GALE WILSON BLVD, FAIRFIELD, CA, 94533",No_Match,,,,,,,,,,,,,3
190013__2023__231,"701 EAST CYPRESS, SULPHUR, LA, 70663",Match,Non_Exact,"701 CYPRESS ST, SULPHUR, LA, 70663","-93.368668723191,30.231058922777",-93.368668723191,30.231058922777,88431831,L,22,019,22019,003000,2004,12
181331__2024__321,"9879 ROUTE 122, MCDOWELL, KY, 41647",No_Match,,,,,,,,,,,,,3
021310__2023__422,"436 5TH AVENUE, KOTZEBUE, AK, 99752",Match,Exact,"436 5TH AVE, KOTZEBUE, AK, 99752","-162.591697418843,66.895115258093",-162.591697418843,66.895115258093,191347707,L,02,188,02188,000200,3003,12
190014__2023__233,"1125 MARGUERITE STREET, MORGAN CITY, LA, 70308",Match,Non_Exact,"1125 MARGUERITE ST, MORGAN CITY, LA, 70380","-91.201408623568,29.706566517069",-91.201408623568,29.706566517069,85888646,L,22,101,22101,040200,3039,12
051990__2023__114,"691 SPARTA DRIVE, ENCINITAS, CA, 92024",Match,Exact,"691 SPARTA DR, ENCINITAS, CA, 92024","-117.29114800874,33.071013253444",-117.29114800874,33.071013253444,655807853,R,06,073,06073,017601,2010,12
063036__2023__156,"4650 CENTRAL PARK BLVD., DENVER, CO, 80238",Match,Exact,"4650 CENTRAL PARK BLVD, DENVER, CO, 80238","-104.882681411817,39.781208742182",-104.882681411817,39.781208742182,645452986,R,08,031,08031,004111,2080,12
264020__2024__368,"307 NORTH MAIN, WINDSOR, MO, 65360",Match,Non_Exact,"307 N MAIN ST, WINDSOR, MO, 65360","-93.519494971023,38.533906832937",-93.519494971023,38.533906832937,638429764,R,29,083,29083,950100,1023,12
514009__2024__056,"1530 NORWAY AVENUE, HUNTINGTON, WV, 25706",No_Match,,,,,,,,,,,,,3
210024__2024__034,"201 EAST UNIVERSITY PARKWAY, BALTIMORE, MD, 21218",Match,Exact,"201 E UNIVERSITY PKWY, BALTIMORE, MD, 21218","-76.614385066627,39.330307594484",-76.614385066627,39.330307594484,206431782,R,24,510,24510,120202,2001,12
460060__2024__406,"11925 S STATE STREET, DRAPER, UT, 84020",Match,Non_Exact,"11925 STATE ST, DRAPER, UT, 84020","-111.89138849676,40.534299980876",-111.89138849676,40.534299980876,648957167,L,49,035,49035,112823,3026,12
650001__2023__394,"850 GOVERNOR CARLOS G CAMACHO RD, OKA TAMUNING, GU, 96911",No_Match,,,,,,,,,,,,,3
110128__2024__236,"1 MEADOWS PARKWAY, VIDALIA, GA, 30474",No_Match,,,,,,,,,,,,,3
141353__2023__319,"200 FAIRMAN AVENUE, WATSEKA, IL, 60970",Match,Non_Exact,"200 E FAIRMAN AVE, WATSEKA, IL, 60970","-87.732585081476,40.765596288647",-87.732585081476,40.765596288647,90754748,R,17,075,17075,950500,1007,12
400016__2023__135,"PONCE DE LEON, SAN JUAN, PR, 00919",No_Match,,,,,,,,,,,,,3
100223__2024__185,"1000 MAR-WALT DRIVE, FORT WALTON BEACH, FL, 32547",Match,Exact,"1000 MAR WALT DR, FORT WALTON BEACH, FL, 32547","-86.632165961073,30.453208776396",-86.632165961073,30.453208776396,74404580,L,12,091,12091,021802,3001,12
230100__2024__278,"200 HEMLOCK ST, TAWAS, MI, 48764",Match,Non_Exact,"200 HEMLOCK ST, TAWAS CITY, MI, 48763","-83.511359226711,44.275275750607",-83.511359226711,44.275275750607,161304409,R,26,069,26069,000500,1042,12
190064__2024__009,"5000 HENNESSY BLVD, BATON ROUGE, LA, 70808",No_Match,,,,,,,,,,,,,3
504014__2024__061,"104 W 5TH AVE, SPOKANE, WA, 99204",Match,Exact,"104 W 5TH AVE, SPOKANE, WA, 99204","-117.413561993993,47.651523146274",-117.413561993993,47.651523146274,189877068,R,53,063,53063,003200,4015,12
230151__2023__179,"28050 GRAND RIVER, FARMINGTON HILLS, MI, 48336",Match,Non_Exact,"28050 GRAND RIVER AVE, FARMINGTON HILLS, MI, 48336","-83.324854118379,42.443755465219",-83.324854118379,42.443755465219,69755705,R,26,125,26125,167400,2005,12
400003__2023__149,"2445 AVE. LAS AMERICAS, PONCE, PR, 00731",Match,Non_Exact,"2445 AVE LAS AMERICAS, PONCE, PR, 00717","-66.611067360437,18.003293252952",-66.611067360437,18.003293252952,657593978,R,72,113,72113,071800,2015,12
503302__2023__133,"911 W FIFTH AVENUE, SPOKANE, WA, 99204",Match,Exact,"911 W 5TH AVE, SPOKANE, WA, 99204","-117.425163235946,47.651336556116",-117.425163235946,47.651336556116,189876721,L,53,063,53063,003200,3006,12
501303__2023__429,"800 ALDER STREET, SOUTH BEND, WA, 98586",Match,Exact,"800 ALDER ST, SOUTH BEND, WA, 98586","-123.811564072578,46.662228495247",-123.811564072578,46.662228495247,640132371,R,53,049,53049,950302,1057,12
011306__2024__349,"1032 MAIN STREET SOUTH, WEDOWEE, AL, 36278",Match,Non_Exact,"1032 N MAIN ST, WEDOWEE, AL, 36278","-85.487522423185,33.316787262394",-85.487522423185,33.316787262394,1623141,R,01,111,01111,000300,3015,12
440068__2023__202,"1114 MADISON AVENUE, ATHENS, TN, 37303",Tie,,,,,,,,,,,,,3
110215__2024__385,"1255 HIGHWAY 54 WEST, FAYETTEVILLE, GA, 30214",Match,Non_Exact,"1255 STATE RTE 54, FAYETTEVILLE, GA, 30214","-84.507833462348,33.450930926133",-84.507833462348,33.450930926133,642496115,R,13,113,13113,140204,3042,12
440065__2024__230,"100 NORTHCREST DRIVE, SPRINGFIELD, TN, 37172",Tie,,,,,,,,,,,,,3
141340__2024__291,"1302 N. MAIN STREET, SANDWICH, IL, 60548",Match,Exact,"1302 N MAIN ST, SANDWICH, IL, 60548","-88.621857673368,41.657528415839",-88.621857673368,41.657528415839,52274593,R,17,037,17037,002000,2002,12
170176__2024__030,"10500 QUIVIRA ROAD, OVERLAND PARK, KS, 66215",Match,Exact,"10500 QUIVIRA RD, OVERLAND PARK, KS, 66215","-94.723603704195,38.938732756495",-94.723603704195,38.938732756495,91271741,R,20,091,20091,052422,4007,12
014000__2024__111,"6869 FIFTH AVNUE SOUTH, BIRMINGHAM, AL, 35212",Match,Exact,"6869 5TH AVE S, BIRMINGHAM, AL, 35212","-86.730837937874,33.548989835953",-86.730837937874,33.548989835953,638106182,R,01,073,01073,002200,1073,12
371335__2023__328,"401 NW H STREET, STIGLER, OK, 74462",Match,Exact,"401 NW H ST, STIGLER, OK, 74462","-95.128297038225,35.260846507711",-95.128297038225,35.260846507711,80539675,R,40,061,40061,279200,3025,12
361991__2023__374,"4599 AVERY ROAD, HILLIARD, OH, 43026",Match,Exact,"4599 AVERY RD, HILLIARD, OH, 43026","-83.158822885263,40.047664316048",-83.158822885263,40.047664316048,651582348,L,39,049,39049,007962,1019,12
261319__2024__293,"1000 EAST CHERRY STREET, TROY, MO, 63379",Match,Non_Exact,"1000 W CHERRY ST, TROY, MO, 63379","-90.988176584903,38.977289517138",-90.988176584903,38.977289517138,44844711,R,29,113,29113,810305,5040,12
450431__2023__018,"919 EAST 32ND STREET, AUSTIN, TX, 78765",Match,Non_Exact,"919 E 32ND ST, AUSTIN, TX, 78705","-97.726748762735,30.290795673005",-97.726748762735,30.290795673005,63946097,R,48,453,48453,000401,3013,12
100034__2023__162,"4300 ALTON ROAD, MIAMI BEACH, FL, 33140",Match,Exact,"4300 ALTON RD, MIAMI BEACH, FL, 33140","-80.137956750566,25.815008322044",-80.137956750566,25.815008322044,116305818,L,12,086,12086,004000,2010,12
220063__2023__167,"295 VARNUM AVE, LOWELL, MA, 01854",Match,Exact,"295 VARNUM AVE, LOWELL, MA, 01854","-71.342107968172,42.646216000931",-71.342107968172,42.646216000931,86876113,R,25,017,25017,310602,4000,12
021305__2023__343,"310 BENNETT STREET, WRANGELL, AK, 99929",Match,Exact,"310 BENNETT ST, WRANGELL, AK, 99929","-132.376477088804,56.471424534174",-132.376477088804,56.471424534174,191279115,L,02,275,02275,000300,2032,12
264010__2024__186,"500 ARSENAL STREET, ST.LOUIS, MO, 63119",Match,Non_Exact,"500 ARSENAL ST, SAINT LOUIS, MO, 63118","-90.210440180859,38.594973282258",-90.210440180859,38.594973282258,605131570,L,29,510,29510,124600,1024,12
241343__2024__424,"345 TENTH AVENUE, GRANITE FALLS, MN, 56241",Match,Exact,"345 10TH AVE, GRANITE FALLS, MN, 56241","-95.542365675623,44.808624299626",-95.542365675623,44.808624299626,37052041,L,27,173,27173,970100,2009,12
054152__2024__105,"2250 SOQUEL AVE SUITE 150, SANTA CRUZ, CA, 95062",Match,Exact,"2250 SOQUEL AVE, SANTA CRUZ, CA, 95062","-121.994303356393,36.983411068576",-121.994303356393,36.983411068576,632917010,R,06,087,06087,121401,2006,12
310025__2023__215,"29 EAST 29TH STREET, BAYONNE, NJ, 07002",Match,Exact,"29 E 29TH ST, BAYONNE, NJ, 07002","-74.113471487135,40.668163712261",-74.113471487135,40.668163712261,59602626,L,34,017,34017,010702,1000,12
230117__2024__031,"1521 GULL ROAD, KALAMAZOO, MI, 49048",Match,Exact,"1521 GULL RD, KALAMAZOO, MI, 49048","-85.5597988419,42.305610472863",-85.5597988419,42.305610472863,638727422,L,26,077,26077,005502,1004,12
100242__2024__028,"449 WEST 23RD STREET, PANAMA CITY, FL, 32404",Match,Non_Exact,"449 W 23RD ST, PANAMA CITY, FL, 32405","-85.667347995151,30.189647859119",-85.667347995151,30.189647859119,7059946,L,12,005,12005,001502,3001,12
450669__2024__203,"500 WEST MAIN, LEWISVILLE, TX, 75067",Match,Non_Exact,"500 W MAIN ST, LEWISVILLE, TX, 75067","-97.006136799923,33.046264647997",-97.006136799923,33.046264647997,103426149,L,48,121,48121,021618,3019,12
054152__2024__106,"2250 SOQUEL AVE, SANTA CRUZ, CA, 95062",Match,Exact,"2250 SOQUEL AVE, SANTA CRUZ, CA, 95062","-121.994303356393,36.983411068576",-121.994303356393,36.983411068576,632917010,R,06,087,06087,121401,2006,12
444023__2023__130,"49 OLD HICKORY BOULEVARD, JACKSON, TN, 38305",Match,Exact,"49 OLD HICKORY BLVD, JACKSON, TN, 38305","-88.831776927738,35.654812852782",-88.831776927738,35.654812852782,608820032,R,47,113,47113,000200,1009,12
330411__2023__108,"89 GENESEE STREET, ROCHESTER, NY, 14611",Match,Exact,"89 GENESEE ST, ROCHESTER, NY, 14611","-77.636142925779,43.148425980769",-77.636142925779,43.148425980769,14533540,R,36,055,36055,006300,1000,12
370225__2023__102,"1800 S. RENAISSANCE BLVD, EDMOND, OK, 73013",Match,Non_Exact,"1800 RENNAISSANCE BLVD, EDMOND, OK, 73013","-97.499099266998,35.635982265132",-97.499099266998,35.635982265132,606216747,L,40,109,40109,108317,2010,12
020012__2023__391,"1650 COWLES ST, FAIRBANKS, AK, 99701",Match,Exact,"1650 COWLES ST, FAIRBANKS, AK, 99701","-147.739136169575,64.834608898559",-147.739136169575,64.834608898559,190923912,L,02,090,02090,000200,1036,12
320001__2024__012,"2211 LOMAS BLVD NE, ALBUQUERQUE, NM, 87106",Match,Exact,"2211 LOMAS BLVD NE, ALBUQUERQUE, NM, 87106","-106.616416872478,35.087533717784",-106.616416872478,35.087533717784,637694757,L,35,001,35001,001800,1011,12
500021__2024__214,"11315 BRIDGEPORT WAY SW, LAKEWOOD, WA, 98499",Match,Exact,"11315 BRIDGEPORT WAY SW, LAKEWOOD, WA, 98499","-122.50437677156,47.154974683652",-122.50437677156,47.154974683652,639488429,L,53,053,53053,071805,3001,12
050174__2024__003,"1165 MONTGOMERY DRIVE, SANTA ROSA, CA, 95405",Match,Exact,"1165 MONTGOMERY DR, SANTA ROSA, CA, 95405","-122.702107604969,38.442882682139",-122.702107604969,38.442882682139,67470055,R,06,097,06097,151800,1006,12
370056__2024__039,"3401 W GORE, LAWTON, OK, 73502",No_Match,,,,,,,,,,,,,3
511310__2024__330,"TERRACE STREET, HINTON, WV, 25951",No_Match,,,,,,,,,,,,,3
400136__2024__157,"18 CALLE DR RAMON E BETANCES N, MAYAGUEZ, PR, 00680",Match,Non_Exact,"18 CLL DR RAMON EMETERIO BETANCES, MAYAGUEZ, PR, 00680","-67.140687180141,18.203650509237",-67.140687180141,18.203650509237,615889905,L,72,097,72097,080600,2004,12
451333__2024__306,"610 N. SAINT PETER STREET, STANTON, TX, 79782",No_Match,,,,,,,,,,,,,3
224045__2023__148,"100 CENTURY DR, WORCESTER, MA, 01606",No_Match,,,,,,,,,,,,,3
060112__2024__174,"10101 RIDGEGATE PARKWAY, LONE TREE, CO, 80124",Match,Exact,"10101 RIDGEGATE PKWY, LONE TREE, CO, 80124","-104.872892029113,39.528023428596",-104.872892029113,39.528023428596,657726137,L,08,035,08035,014125,2000,12
520212__2023__246,"9576 STATE HIGHWAY 70, MINOCQUA, WI, 54548",Match,Exact,"9576 STATE HWY 70, MINOCQUA, WI, 54548","-89.709334299094,45.888134868265",-89.709334299094,45.888134868265,196578910,L,55,085,55085,970800,1046,12
410013__2023__245,"25 WELLS STREET, WESTERLY, RI, 02891",Match,Exact,"25 WELLS ST, WESTERLY, RI, 02891","-71.824787230143,41.362830775057",-71.824787230143,41.362830775057,639344902,R,44,009,44009,050802,2002,12
271328__2023__338,"640 PARK DRIVE, SHELBY, MT, 59474",Match,Exact,"640 PARK DR, SHELBY, MT, 59474","-111.850001393621,48.508666031343",-111.850001393621,48.508666031343,204294168,L,30,101,30101,000200,2050,12
400127__2024__142,"CENTRO MEDICO, SAN JUAN, PR, 00922",No_Match,,,,,,,,,,,,,3
190302__2023__360,"2525 SEVERN AVENUE, METAIRIE, LA, 70002",Match,Exact,"2525 SEVERN AVE, METAIRIE, LA, 70002","-90.159524557485,29.998491946533",-90.159524557485,29.998491946533,93502379,R,22,051,22051,030300,2011,12
212002__2024__079,"1500 PENNSYLVANIA AVENUE, HAGERSTOWN, MD, 21740",No_Match,,,,,,,,,,,,,3
343025__2023__074,"68 SWEETEN CREEK ROAD, ASHEVILLE, NC, 28803",No_Match,,,,,,,,,,,,,3
433300__2024__377,"2501 W 26TH STREET, SIOUX FALLS, SD, 57105",Match,Exact,"2501 W 26TH ST, SIOUX FALLS, SD, 57105","-96.756116583666,43.529363736763",-96.756116583666,43.529363736763,34971463,L,46,099,46099,001200,2007,12
014006__2023__364,"3001 SCENIC HWY, GADSEN, AL, 35904",Match,Non_Exact,"3001 SCENIC HWY, GADSDEN, AL, 35904","-86.020810767427,34.070796778465",-86.020810767427,34.070796778465,66766398,R,01,055,01055,000400,1004,12
100360__2023__206,"3476 S UNIVERSITY DR, DAVIE, FL, 33328",Match,Exact,"3476 S UNIVERSITY DR, DAVIE, FL, 33328","-80.251520290518,26.077945029824",-80.251520290518,26.077945029824,114711373,L,12,011,12011,070204,2006,12
230005__2023__251,"5640 NORTH ADRIAN HIGHWAY, ADRIAN, MI, 49221",Match,Exact,"5640 N ADRIAN HWY, ADRIAN, MI, 49221","-84.004516743919,41.965156383109",-84.004516743919,41.965156383109,648827163,L,26,091,26091,060600,1022,12
150015__2023__193,"3500 FRANCISCAN WAY, MICHIGAN CITY, IN, 46360",No_Match,,,,,,,,,,,,,3
444033__2024__127,"7890 LOWRANCE, MEMPHIS, TN, 38125",Match,Non_Exact,"7890 LOWRANCE RD, MEMPHIS, TN, 38125","-89.801670648488,35.035096916656",-89.801670648488,35.035096916656,648852058,L,47,157,47157,021745,1008,12
341317__2023__324,"1570 NC 8 & 89 HWY N, DANBURY, NC, 27016",Tie,,,,,,,,,,,,,3
241301__2024__353,"600 MAIN AVENUE S, BAUDETTE, MN, 56623",No_Match,,,,,,,,,,,,,3
400044__2023__136,"917 AVE TITO CASTRO, PONCE, PR, 00733",No_Match,,,,,,,,,,,,,3
130018__2023__036,"3100 CHANNING WAY, IDAHO FALLS, ID, 83403",Match,Non_Exact,"3100 CHANNING WAY, IDAHO FALLS, ID, 83404","-111.990319050597,43.470187502812",-111.990319050597,43.470187502812,119168041,R,16,019,16019,970603,1047,12
220060__2023__183,"275 SANDWICH STREET, PLYMOUTH, MA, 02360",Match,Exact,"275 SANDWICH ST, PLYMOUTH, MA, 02360","-70.645603174458,41.944770437087",-70.645603174458,41.944770437087,655908949,L,25,023,25023,530500,5007,12
190053__2023__417,"1634 ELTON ROAD, JENNINGS, LA, 70546",No_Match,,,,,,,,,,,,,3
334064__2024__370,"197 HALF HOLLOW ROAD, DIX HILLS, NY, 11746",Match,Exact,"197 HALF HOLLOW RD, DIX HILLS, NY, 11746","-73.394444425428,40.786872953473",-73.394444425428,40.786872953473,114233039,L,36,103,36103,112219,2019,12
220108__2023__225,"199 REEDSDALE ROAD, MILTON, MA, 02186",Match,Exact,"199 REEDSDALE RD, MILTON, MA, 02186","-71.075533753494,42.252579009535",-71.075533753494,42.252579009535,87305897,R,25,021,25021,416101,2023,12
050224__2023__160,"ONE HOAG DRIVE, NEWPORT BEACH, CA, 92658",Match,Non_Exact,"1 HOAG DR, NEWPORT BEACH, CA, 92663","-117.928863139003,33.62398227037",-117.928863139003,33.62398227037,609073205,R,06,059,06059,063603,3012,12
194082__2023__421,"1 HOSPITAL DRIVE, JENNINGS, LA, 70546",Match,Exact,"1 HOSPITAL DR, JENNINGS, LA, 70546","-92.661428024569,30.240267450643",-92.661428024569,30.240267450643,88216182,R,22,053,22053,000500,2006,12
330119__2023__014,"100 EAST 77TH STREET, NEW YORK, NY, 10075",Match,Exact,"100 E 77TH ST, NEW YORK, NY, 10075","-73.96144674649,40.774242911409",-73.96144674649,40.774242911409,59657370,R,36,061,36061,012800,4000,12
190779__2024__362,"135 HIGHWAY 402, NAPOLEONVILLE, LA, 70390",Match,Exact,"135 HWY 402, NAPOLEONVILLE, LA, 70390","-91.034608097443,29.957698866886",-91.034608097443,29.957698866886,651753474,L,22,007,22007,050400,2000,12
123025__2023__066,"226 N. KUAKINI STREET, HONOLULU, HI, 96817",Match,Exact,"226 N KUAKINI ST, HONOLULU, HI, 96817","-157.855043216064,21.321026366088",-157.855043216064,21.321026366088,203236140,R,15,003,15003,005000,1001,12
510086__2024__273,"454 MCDOWELL STREET, WELCH, WV, 24801",Match,Exact,"454 MCDOWELL ST, WELCH, WV, 24801","-81.589218369852,37.439079675915",-81.589218369852,37.439079675915,74247836,R,54,047,54047,953800,2024,12
450874__2023__154,"400 W I-635 SUITE 101, IRVING, TX, 75063",No_Match,,,,,,,,,,,,,3
490020__2023__232,"411 WEST RANDOLPH ROAD, HOPEWELL, VA, 23860",Match,Exact,"411 W RANDOLPH RD, HOPEWELL, VA, 23860","-77.291455099196,37.307107281713",-77.291455099196,37.307107281713,54149438,L,51,670,51670,820300,1001,12
451396__2023__329,"200 N. OLLIE STREET, LLANO, TX, 78643",Match,Non_Exact,"200 W OLLIE ST, LLANO, TX, 78643","-98.677143283712,30.743289431145",-98.677143283712,30.743289431145,182244243,L,48,299,48299,970200,3068,12
450874__2023__155,"400 W I-635, IRVING, TX, 75063",No_Match,,,,,,,,,,,,,3
063037__2023__093,"6500 WEST 104TH AVE, WESTMINSTER, CO, 80020",Match,Exact,"6500 W 104TH AVE, WESTMINSTER, CO, 80020","-105.067421908473,39.888109142622",-105.067421908473,39.888109142622,635460904,L,08,059,08059,060400,2009,12
061319__2023__347,"822 WEST 4TH ST., LEADVILLE, CO, 80461",Match,Exact,"822 W 4TH ST, LEADVILLE, CO, 80461","-106.302233948887,39.244698896212",-106.302233948887,39.244698896212,647789907,R,08,065,08065,961702,4003,12
220105__2023__191,"41 HIGHLAND AVENUE, WINCHESTER, MA, 01890",Match,Exact,"41 HIGHLAND AVE, WINCHESTER, MA, 01890","-71.121510861586,42.465468467028",-71.121510861586,42.465468467028,86855659,R,25,017,25017,338100,1020,12
380071__2023__261,"2700 SE STRATUS AVENUE, MCMINNVILLE, OR, 97128",No_Match,,,,,,,,,,,,,3
414003__2023__376,"1011 VETERANS MEMORIAL PARKWAY, EAST PROVIDENCE, RI, 02915",Match,Non_Exact,"1011 VETERANS MEMORIAL PKWY, RIVERSIDE, RI, 02915","-71.365827849388,41.792200431618",-71.365827849388,41.792200431618,47501024,R,44,007,44007,010502,1025,12
030130__2023__221,"37000 N GANTZEL ROAD, QUEEN CREEK, AZ, 85140",Match,Exact,"37000 N GANTZEL RD, QUEEN CREEK, AZ, 85140","-111.563531431297,33.214587383569",-111.563531431297,33.214587383569,653575603,L,04,021,04021,000206,2048,12
104001__2024__153,"800 EAST CYPRESS DRIVE, PEMBROKE PINES, FL, 33025",Match,Non_Exact,"800 CYPRESS DR, PEMBROKE PINES, FL, 33025","-80.249498534484,26.000826182229",-80.249498534484,26.000826182229,608971684,R,12,011,12011,110341,2010,12
130071__2023__045,"9850 W. ST. LUKES DRIVE, NAMPA, ID, 83687",Match,Exact,"9850 W ST LUKES DR, NAMPA, ID, 83687","-116.589761351351,43.616661375961",-116.589761351351,43.616661375961,645121750,R,16,027,16027,021008,2043,12
390156__2024__397,"LANSDOWNE AVE & BAILEY RD., DARBY, PA, 19023",No_Match,,,,,,,,,,,,,3
184006__2023__197,"820 DOLWICK DRIVE, ERLANGER, KY, 41018",Match,Exact,"820 DOLWICK DR, ERLANGER, KY, 41018","-84.596231673435,39.037666908089",-84.596231673435,39.037666908089,619743368,R,21,117,21117,067200,3043,12
400137__2023__416,"RD 696 INTERSEC EFRON AVE BO HIGUI, DORADO, PR, 00646",No_Match,,,,,,,,,,,,,3
400134__2023__158,"258 SAN JORGE STREET, SAN JUAN, PR, 00914",Match,Non_Exact,"258 CLL SAN JORGE, SAN JUAN, PR, 00912","-66.062771071598,18.447568853087",-66.062771071598,18.447568853087,206604787,R,72,127,72127,001600,1001,12
194114__2023__234,"500 RUE DE SANTE, LAPLACE, LA, 70068",No_Match,,,,,,,,,,,,,3
390104__2024__344,"4372 ROUTE 6, KANE, PA, 16735",No_Match,,,,,,,,,,,,,3
381318__2023__255,"810 12TH ST, HOOD RIVER, OR, 97031",Match,Exact,"810 12TH ST, HOOD RIVER, OR, 97031","-121.523238206142,45.704694165696",-121.523238206142,45.704694165696,158132774,L,41,027,41027,950302,3018,12
