cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,external_manual_rank,provider_year_key,provider_name,state_abbr,street_address,city,zip5,external_manual_lane,reviewer_decision,manual_geocode_source,manual_geocode_match_type,reviewed_by,reviewed_at,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
400109,2023,assign_county,72021,Bayamón Muno,0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned Bayamón Muno (72021) for provider 400109 fiscal year 2023 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 400109 maps to BAYAMON County/Parish, PR, local FIPS 72021 (Bayamón Muno); CMS HGI address `CALLE SANTA CRUZ NUM 70 URB SANTA CRUZ, BAYAMON, PR 00961` checked against cost-report address `SANTA CRUZ # 70, BAYAMON, PR 00959` (state_match; city_match; cms_zip_available; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,400109__2023,HOSPITAL HIMA SAN PABLO BAYAMON,PR,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
650003,2023,assign_county,,,,Held from CMS HGI review: CMS HGI county/parish could not be mapped to local county FIPS.,output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,650003__2023,GUAM REGIONAL MEDICAL CITY,GU,,,,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held from CMS HGI review: CMS HGI county/parish could not be mapped to local county FIPS.,False
400118,2023,assign_county,72091,Manatí Muno,0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned Manatí Muno (72091) for provider 400118 fiscal year 2023 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 400118 maps to MANATI County/Parish, PR, local FIPS 72091 (Manatí Muno); CMS HGI address `MARGINAL CARRETERA NO 2, KM 47.7, MANATI, PR 00674` checked against cost-report address `CARR. #2, MANATI, PR 00674` (state_match; city_match; zip_match; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,400118__2023,DOCTOR CENTER HOSPITAL MANATI INC.,PR,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
390156,2024,assign_county,42045,"Delaware County, Pennsylvania",0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned Delaware County, Pennsylvania (42045) for provider 390156 fiscal year 2024 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 390156 maps to DELAWARE County/Parish, PA, local FIPS 42045 (Delaware County, Pennsylvania); CMS HGI address `1500 LANSDOWNE AVE, DARBY, PA 19023` checked against cost-report address `LANSDOWNE AVE & BAILEY RD., DARBY, PA 19023` (state_match; city_match; zip_match; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,390156__2024,MERCY CATHOLIC MEDICAL CENTER,PA,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
650001,2023,assign_county,,,,Held from CMS HGI review: CMS HGI county/parish could not be mapped to local county FIPS.,output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,650001__2023,GUAM MEMORIAL HOSPITAL,GU,,,,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held from CMS HGI review: CMS HGI county/parish could not be mapped to local county FIPS.,False
400032,2023,assign_county,72021,Bayamón Muno,0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned Bayamón Muno (72021) for provider 400032 fiscal year 2023 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 400032 maps to BAYAMON County/Parish, PR, local FIPS 72021 (Bayamón Muno); CMS HGI address `CARRETERA #2 KM 11 7, BAYAMON, PR 00960` checked against cost-report address `CARR. #2 KM. 11.7, BAYAMON, PR 00960` (state_match; city_match; zip_match; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,400032__2023,BAYAMON MEDICAL CENTER,PR,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
400112,2024,assign_county,72031,Carolina Muno,0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned Carolina Muno (72031) for provider 400112 fiscal year 2024 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 400112 maps to CAROLINA County/Parish, PR, local FIPS 72031 (Carolina Muno); CMS HGI address `CARR 3 KM 8 3 AVE 65TH INFANTERIA BOX 6021, CAROLINA, PR 00984` checked against cost-report address `STREET 3 KM 8.3 65 INFANTERIA AVE., CAROLINA, PR 00984` (state_match; city_match; zip_match; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,400112__2024,HOSPITAL UPR,PR,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
404004,2023,assign_county,72041,Cidra Muno,0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned Cidra Muno (72041) for provider 404004 fiscal year 2023 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 404004 maps to CIDRA County/Parish, PR, local FIPS 72041 (Cidra Muno); CMS HGI address `CARR ESTATAL NUM 787 KM 1 5, CIDRA, PR 00739` checked against cost-report address `STATE ROAD #787, CIDRA, PR 00739` (state_match; city_match; zip_match; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,404004__2023,FIRST HOSPITAL PANAMERICANO,PR,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
400019,2023,assign_county,72127,San Juan Muno,0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_cms_provider_data_catalog_hospital_general_information / official_facility_id_county_parish assigned San Juan Muno (72127) for provider 400019 fiscal year 2023 at confidence 0.95. Reviewer note: Accepted from official CMS Provider Data Catalog Hospital General Information dataset xubh-q36u: Facility ID 400019 maps to SAN JUAN County/Parish, PR, local FIPS 72127 (San Juan Muno); CMS HGI address `STREET PROFESOR AUGUSTO RODRIGUEZ #1462, SAN JUAN, PR 00910` checked against cost-report address `ASIA STREET, SANTURCE, PR 00910` (state_match; city_differs; zip_match; cms_street_available; cms_county_present). Report-only institutional source review; source promotion remains blocked by maturity, leakage, and model-impact gates.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,400019__2023,HOSPITAL PAVIA SANTURCE,PR,,,,external_geocoder_required_no_local_candidate,accept,official_cms_provider_data_catalog_hospital_general_information,official_facility_id_county_parish,codex_cms_hgi_p1_review,2026-06-06T01:56:30.210518+00:00,accepted,,False
400048,2024,assign_county,72059,Guayanilla Muno,,Held from CMS HGI review: CMS HGI Puerto Rico city/municipio and county/parish values conflict.,output/institutional_anchor_provider_geocode_external_manual_p1_cms_hgi_results.csv,external_manual_geocode_review_confirmed,2026-06-06T01:56:59.337220+00:00,,400048__2024,HOSPITAL MENONITA GUAYAMA,PR,,,,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held from CMS HGI review: CMS HGI Puerto Rico city/municipio and county/parish values conflict.,False
